Date,Primary Type,Latitude,Longitude
01/01/2016 02:00:00 AM,BATTERY,41.8820105,-87.69453249
01/01/2016 02:00:00 AM,THEFT,41.8926701,-87.62810635
01/01/2016 02:00:00 AM,DECEPTIVE PRACTICE,41.8926701,-87.62810635
01/01/2016 02:00:00 AM,BATTERY,41.75645926,-87.58952615
01/01/2016 02:00:00 AM,THEFT,41.8929938,-87.62674752
01/01/2016 02:00:00 AM,THEFT,41.89076348,-87.75055321
01/01/2016 02:00:00 AM,BATTERY,41.77722388,-87.75800917
01/01/2016 02:00:00 AM,THEFT,41.73960042,-87.61137537
01/01/2016 02:00:00 AM,MOTOR VEHICLE THEFT,41.87732274,-87.70688015
01/01/2016 02:00:00 AM,THEFT,41.91881729,-87.64853428
01/01/2016 02:00:00 AM,BATTERY,41.94988105,-87.65440713
01/01/2016 02:00:00 AM,BATTERY,41.88108375,-87.69516966
